Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,26.3745032100275,26.0461298009966,21.4425588041328,22.000786163522,21.0362451108214,20.7719361585578,20.3183533653846,20.4268177083943,20.5876691453648,20.311566765912,26.1948752380219,25.9340244138733,25.6711617820448,26.4204520857169,26.5172934158421,27.200707780588,26.9482604728658,27.8955739972338,26.2308466448946,25.9158329472761,24.6705288731078,24.5058352032767,13.1555416906324,8.35129425218293,8.408362637892,..,..,..
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.4528816707784,15.1279662115251,15.3177685052872,15.7014518027962,15.5765862783534,15.5965188136344,16.5018003932063,16.5142732084031,16.9356958473625,17.1902976857233,17.2006098261369,16.7333674341936,17.3704517744283,16.9019589452838,17.0265153472381,17.1697114460549,17.6513983061083,17.8652600395629,18.1608756564953,18.2001819589981,17.7408450531619,17.5388777559057,17.0661408224039,16.0834743914268,15.3701377604233,..,..,..
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.51324615615048,7.94409618394378,7.22623642836381,7.22301730930338,7.18926470095329,7.52151610701085,7.9380082992661,7.86366799568426,7.98100426123845,7.74113061482493,7.77425973898237,8.19276989783884,8.29911579584004,8.8895623340885,8.85836370342216,9.02016959759373,8.72729787156076,8.4064189359829,8.29509597793474,7.51875110192905,8.07113180231399,7.74813430456944,7.38707716295308,7.36913746590993,6.873713220337,..,..,..
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,7.61863709021945,6.46458585723816,5.5253585625905,4.33741444372154,4.02647275537808,3.80302274104551,4.0029756097561,3.57983539507062,3.66627102850185,3.54710548377552,3.62394434620868,3.71816992749663,3.86322963943899,4.09180192686952,4.6162998626916,3.55534009998485,4.05138348129721,3.56566821757272,3.38822587905988,3.64617987716669,3.82487717012357,3.78506883600917,3.93156060898919,..,..,..
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.61049559952562,6.82517348611345,6.73782004554097,6.27473309608541,6.11399264212835,6.0080421202927,5.87929454878607,4.75354218210963,5.79013307591533,5.70837477688608,5.60101044009534,5.17748197997592,5.10035354205145,4.80809891495062,5.34372422688403,5.29029700925439,4.95732364589227,4.93820838494076,4.29090617077172,4.62952859751561,4.5833434950337,5.0918328932149,5.29293703079516,7.42654013360195,6.3232575117291,..,..,..
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,25.0588549616781,23.2997812717625,20.8416401095802,27.3069302683822,26.9092683974177,26.2876943191313,26.9954792730892,29.1113929369842,29.9895926687545,28.3085060757684,28.0509107542122,19.9660038219537,21.3541042075881,21.1484067901956,21.1001593062826,21.6019312435895,19.6470888363484,25.9159573738936,26.7082119882647,23.8117084054483,23.5854808995682,22.4133347519184,20.5148509825668,23.8043569652375,23.4497548258489,..,..,..
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.146281294377981,0.146609266003818,0.159575352840912,0.153104601947846,0.163272687732974,0.192205167298193,0.198152233396907,0.202365813666731,0.190182467547026,0.195585169618053,0.211802224728946,0.242020015933527,0.246756218254776,0.256602160448556,0.266823041487914,0.27524659383323,0.299529172870806,0.301630725970214,0.332727819357918,0.357158767009139,0.393936699015154,0.41201118567064,0.433487963070874,0.442400827683764,0.459141964802809,..,..,..
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.12649112430581,4.61752176825184,3.73435831324566,4.23722770621349,2.83342991875462,3.12781222755219,3.1989832369464,3.37928037610744,4.25615599925359,4.49985497653595,4.4028949738185,4.51118828158191,4.52502596895513,4.66021935076288,4.73999875499376,4.93824290443015,4.9864128359978,4.93979359043998,5.84458331380107,5.80725751427443,5.28599737453008,5.44951372233171,5.22210700143829,5.12714639179637,4.49017767348307,..,..,..
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,8.55693157791699,7.49767018263502,6.36122489488609,5.9616628408868,5.92169970472441,5.88670030641495,5.77018055417618,5.59628006635857,5.38974529064763,5.31404901159273,5.31192965661918,5.46414591207757,5.97715799947914,6.12247158630845,6.46244665756856,6.33031403877835,6.62316355451861,6.43968426694044,6.64269666046859,6.76251734899356,6.67999158961994,6.73665225121031,6.70195770525782,..,..,..
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.6396716729644,11.090999877455,11.1464825142621,10.6750345456754,11.1051094037597,11.0811520506794,11.6238342474975,11.3288520215357,11.6019145530416,11.1730267457259,11.2296676990611,11.1337155145009,10.3854951012723,10.882114174905,10.6612902219787,10.3553929874524,10.1510389973111,9.74477719114976,9.75198480892529,9.24961568538969,10.1714652153634,9.04656054666003,8.54647821408693,8.67135248658724,8.32815989783976,..,..,..
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.66191242961952,1.88025700323347,1.83050891069747,1.911287547567,1.85464660789194,1.82496871421462,1.4415657350381,1.754022905517,1.60830539681437,1.4574355927807,1.60134241756464,1.75451793053682,1.6502520918667,1.6077954891688,1.42116853623288,1.48866657017689,1.52609313251727,1.59751614405828,1.42528701843777,1.86895763054703,1.67610569388821,1.82686092007096,1.41582591082296,1.49159889709194,1.407601494481,..,..,..
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.14215759136896,0.159512216625346,0.168501161802115,0.205206742846442,0.221397671073217,0.22478045258382,0.207591275657959,0.193809927631944,0.187593089309325,0.234411618796722,0.232860968567938,0.256497595712598,0.285000234394469,0.313037269190904,0.323642155539533,0.299985405071894,0.471267008855899,0.531738986806416,0.507237393117284,0.5210631853076,0.553283259010318,0.559693353692425,0.562347006319148,0.580960914297046,0.61421385181193,..,..,..
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.46810841789435,9.13317293844564,7.88534857923031,9.15038193855033,8.96350303438975,8.89959160445888,8.78191887442,8.66788435790204,8.54427908045223,8.37692747001713,8.36199116976372,8.44822731345194,8.85974059003052,8.85986577181208,9.14736429243803,9.0883343205412,10.1161756272957,11.2460393293059,9.94375928791384,7.262934974709,9.34712241262822,6.87235920946658,7.35686286613784,7.05181458746789,8.83831498794885,..,..,..
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.238879169148303,0.348078483632492,0.40704200178731,0.350495204705639,0.411780764100112,0.484302076029809,0.579057236723014,0.742063417014339,0.703429830952403,0.690592474481789,0.690660881454302,0.653044436906377,0.689377785913235,0.605839591680916,0.481081773343621,0.603125918503165,0.583684404696026,0.571168834193648,0.601619231043584,0.544051574760168,0.670263220461739,0.990398509135596,1.0860250183607,1.20322081779333,1.28932137116716,..,..,..
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.839700279044911,0.858995775629419,0.933241508659848,1.07633122875516,1.16403110935762,1.30169608630642,1.27342177972678,1.39023371666738,1.36925631807815,1.27630252659509,1.32705678701584,1.01468179076371,1.20137877317962,1.25904043167068,1.23940655734817,1.3353309424268,1.62190674169431,1.3061689504275,1.37896561979322,1.43354506131319,1.53287064380966,1.60202932168512,1.83546905538859,1.81899738314335,1.93241949870287,..,..,..
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,3.5509526193198,3.08304356238835,0.818125483689288,0.8920140218622,1.12618023911895,2.23688670091469,2.82469147323613,2.76065023763553,3.66047151012051,3.54323567251896,3.78761414447296,3.83365178301392,4.12833487645873,4.28516314824952,4.64746096540571,4.67751404345522,5.35493605987248,5.52610300486233,5.71613483199197,6.47538958460123,6.10128008332876,6.08081333725751,6.23471916168303,..,..,..
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.9613581999431,1.8610258404736,1.90927530836298,2.13931824127095,1.9787064259811,1.94206146986732,1.71912771342718,1.71075239598567,2.00302702702703,1.85953565642387,2.18746137912679,2.19401288366806,2.23528093157516,2.12174541480287,2.13084626611929,2.20709356134002,2.19525134298321,2.210450822027,2.31548317852227,1.90028597663901,2.32592440390577,2.03609106052193,2.02540928486131,2.45671825368674,3.24328763661634,..,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.39862060903109,1.44318689320131,1.42792197431285,1.46843188866337,1.51625700823636,1.59182302585589,1.72686421676611,1.79382867774089,1.83515237411107,1.8532907324675,1.87111831255912,1.89835387399665,1.84437961081553,1.76248236204189,1.82867198122873,1.8580879921582,1.83939385948897,1.90137191704841,2.00867025815536,1.88381178441449,2.13293757108779,2.21158723527567,2.3435701150308,2.48841718370983,2.59438828549778,..,..,..
British Virgin Islands,VGB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.0098414434117,3.89783866776899,4.01712407749077,4.14280065525617,4.46897850653667,4.57703370054811,5.06249668135719,5.13798650752465,5.20616570327553,5.08599167822469,4.97340760474691,5.04353806023239,5.2801802220261,5.5005,5.53116543187969,5.6980317679558,5.98255595063794,6.07929319477579,6.30167161381034,6.23946005217983,6.33077431677931,6.30859108992509,6.17405029990529,6.05781938325991,6.07283358118156,..,..,..
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,23.9332380161138,19.9411733777988,19.0334972240777,17.6353766268798,16.2119333390899,16.1145051010794,15.9822513365649,16.2174478749383,16.5072551390568,11.98024450717,14.1402018359085,13.2505667167475,12.6226997667694,12.9915871744735,13.9020897133146,13.7076416236259,13.1328615800135,22.4501819326476,24.0468843934903,20.4862470425148,21.1059455259326,24.6071779357534,24.1807638812452,19.2335919707382,22.1247012416688,..,..,..
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.5430107903053,6.66675756487184,6.34713736176495,8.0097963802801,6.4145207886076,6.90032639520956,6.76324103837626,6.20984958255876,5.93432529315886,5.35671807648237,5.32803434248386,5.80006647403679,5.69526694679362,6.08437008501379,6.06489180832618,6.25628204411767,6.44533327228891,6.92543528202448,6.77208754122923,5.73119372396296,5.9649002061902,6.71538056004032,6.11945652602394,5.4506959628306,5.87161586934993,..,..,..
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.066173050745236,0.0692874231885583,0.0678408447869785,0.0656433996798317,0.0657450429823478,0.0621471339891325,0.0682298658648217,0.0756398219087893,0.0785638329490285,0.0825527504451283,0.0897168507561461,0.0835042685025443,0.0817334927723682,0.0851940172684745,0.0847059710132382,0.0838753443059232,0.098375846950256,0.115526282202363,0.130556621682392,0.127633337580053,0.125717252121518,0.137496219353131,0.158663009401362,0.179132409048047,0.162018806234081,..,..,..
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0385970419626197,0.0430084690713613,0.0382172209514728,0.0393932284690815,0.0399699775546967,0.0399786449578317,0.0400624918061443,0.0407971274016103,0.0403074380507284,0.0402970883620484,0.0423950108003711,0.0313235747912278,0.0315484422098179,0.0232051456664087,0.0275696973080638,0.0207474072476499,0.0243659627758413,0.0235550450886968,0.0232194191516493,0.0224623988297369,0.0242600317328871,0.0267619600712467,0.030296972759882,0.0301757695111324,0.0444853762564713,..,..,..
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.278873181761012,0.282936210828328,0.296145813027375,0.298118770561551,0.29981590690903,0.310980733796421,0.358632605517425,0.35935566852453,0.377839227648608,0.430111310508228,0.497272909057895,0.52891489150718,0.608319730328728,0.669412166112134,0.705698963358308,0.927245257255561,0.983876704208654,1.04030935083197,0.954553681645967,1.055171109318,1.10947800885379,1.21254873865061,0.984565517268215,0.958866077299627,0.933403237234465,..,..,..
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.140577278788661,0.140568038508983,0.14025416400596,0.139053748015579,0.143261961561072,0.145598400083803,0.147277485723716,0.136345286954182,0.168208993149441,0.159533580463084,0.162644455551575,0.181539439755281,0.174719536920816,0.185159887977429,0.187232520350595,0.209184397433016,0.222613710991192,0.25337375051118,0.280826949501636,0.330259354581565,0.3503305671918,0.358177248053809,0.369259354453103,0.372980821280234,0.437759998009271,..,..,..
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.148054521904757,0.0915174364667343,0.305264893486796,0.305514331546787,0.291185812599259,0.31409649242842,0.323094881205913,0.22702880104604,0.22092536476913,0.206842771008732,0.224712545323058,0.218308252711999,0.212475487858602,0.229828382551296,0.233308219944229,0.212179524528014,0.21572321155121,0.317155402367409,0.293251264293113,0.34608330428841,0.339515019532565,0.28109480266195,0.290648215621545,0.31275573214738,0.314928068034826,..,..,..
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.6590703824979,15.1492597424605,15.4623065676559,15.4536295568231,15.6928758975795,15.9309750630238,16.1573715535574,16.5168590598655,16.7460786038039,16.898460156332,17.3671146940009,16.9850295187875,16.5593778458006,17.4611991413057,17.258911142366,17.2510832817529,16.696694355829,16.8558827421417,16.8751978785393,15.9615601566894,15.723167000507,15.6397596234201,14.8906356432683,14.7119718243749,15.1171587794778,..,..,..
Caribbean small states,CSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.24691087804698,5.2840479496241,5.54277435741269,5.3632845094538,5.26663777118368,5.3540953851107,5.96437526906688,5.63528091188416,5.74489853130819,6.29403146883882,6.5066921708591,6.92453159513083,7.04081680101066,7.56734129142482,7.77692781505732,8.3921022867429,9.14751607133885,9.29378690309362,9.18808770882839,8.91500164132058,9.27710944981283,9.1437342207778,8.88637753142472,9.13802548937418,8.88454138458529,..,..,..
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.9702518992403,10.3520390645863,11.3740694789082,11.5209802415695,12.0789552487107,11.4622695125032,11.4812440362595,11.4345871843133,11.3682829888712,10.7777079983923,11.171564276633,10.8360882814664,10.9014931378247,10.7553011210567,9.76853633269202,9.72899099173214,9.67488157342448,11.1114736903444,11.0163813626573,10.268870097091,10.0416884356928,10.3699252372788,9.30726839698903,9.17205461616213,9.17183803150139,..,..,..
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0673581016266523,0.0681186111435456,0.0698858165253842,0.0703148035566207,0.0718212059357279,0.069998302894296,0.0683062359767869,0.0698514119743247,0.0693159058593951,0.0718137972227995,0.0712894801738275,0.0641116871940239,0.0628744614357823,0.0589421762001575,0.0578756884032596,0.0568539527266825,0.0593456358029187,0.0591755928715094,0.0582279687005942,0.057449996934765,0.0593509084471819,0.0622614999978776,0.0653302500258328,0.0660110901885101,0.066593110852834,..,..,..
Central Europe and the Baltics,CEB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.01436206537346,8.25309547411744,7.90341352146721,7.83764210760248,7.35742662873523,7.54360333701818,7.68157217206082,7.48940537082652,7.07247788275508,6.69392877627553,6.60642023383274,6.82212550066721,6.75654043975243,6.99737292073433,6.92388059878131,6.97931376004879,7.24335995541208,7.27112279187327,7.14869530843957,6.50781500984347,6.82004229978208,6.86434946488299,6.50436699486502,6.3448382618131,6.14888253990517,..,..,..
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0240081224014199,0.0107325415714037,0.0132839530206617,0.0139842208260628,0.015161545114368,0.0157140934892144,0.0172180213762099,0.0190855744722818,0.0193764661517893,0.020063552572382,0.0210985622037555,0.0198948125663453,0.0187389277723325,0.0407740622702324,0.0388979739842553,0.0397042458191902,0.0390570658220616,0.0428781106540749,0.0457804350171068,0.0427181727974423,0.0434961061484444,0.0438655959877126,0.0482001175115416,0.0533286826624467,0.0537776877715938,..,..,..
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.51581052054156,2.32763216599179,2.37545707043498,2.49429583708261,2.70404833760533,2.91993131520032,3.34531135909618,3.83772890270629,3.87174353206756,4.07926774589453,3.8534993750145,3.453563551989,3.53072002770162,3.51926157099997,3.74211830163159,3.82845364333727,3.97151048248654,4.34391654413524,4.31229432919644,3.96955561568827,4.25171517053079,4.61972953748937,4.67798279651244,4.765865990127,4.68737662371284,..,..,..
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.15157090606377,2.22943963920124,2.30946367545945,2.44280065934625,2.56599389177193,2.75575496636525,2.84430958153669,2.82056789057578,2.67674598026467,2.64864924664833,2.69686243322549,2.74212081298895,3.0070831974383,3.52407409267308,4.03799065100399,4.52317806354125,4.98031419657976,5.33490992916681,5.7019150246668,6.01010243303337,6.56052000702696,7.24151541889549,7.42475091638009,7.55721104480691,7.54390764144927,..,..,..
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.6730257868294,1.63591493553555,1.74498332081037,1.76880386354333,1.83501679917385,1.59218139042177,1.59077614524709,1.67961901090921,1.68161695824409,1.41921547600096,1.43362024086848,1.37290265520363,1.33889963437601,1.36224490655293,1.28898969887368,1.40798538378807,1.43582414360598,1.40690202037329,1.51640344483477,1.59990565917465,1.65892308211292,1.64912348976912,1.70539858227583,1.89310316137465,1.75953717356061,..,..,..
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.151457504239615,0.155721538577684,0.15123451132781,0.155079083143026,0.150716994356198,0.154272035406421,0.15759874096192,0.160720226794142,0.170761663610699,0.173348485765286,0.189314418362813,0.184706271766975,0.180298132152371,0.226353755330404,0.239461311258012,0.227828398680895,0.257569541445504,0.160026183722453,0.161805093810529,0.19608111078764,0.23394210749146,0.192025124227075,0.197567788602342,0.237378287255563,0.202814119320239,..,..,..
"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.117591196611624,0.0824989680445331,0.0754095462645718,0.0667609836277069,0.0407002326406505,0.0510435154135,0.0541855160878945,0.0433378889497653,0.0372093067858321,0.0301198071830714,0.0172926184840821,0.0172763185643742,0.0186161718907204,0.0191948310288106,0.0226101009467152,0.0273929236172555,0.0284705920595562,0.0300678929394554,0.0307943994336068,0.0280271564708125,0.0313145508465683,0.0373770882118678,0.0348206856141438,0.0503392133435128,0.0633691910487466,..,..,..
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.486838325772591,0.400657635542625,0.496610639746841,0.498439309392046,0.789298206756518,0.55936633139889,0.596048515883805,0.790965984465666,0.255015904788429,0.261899842619305,0.325124227809731,0.231136260685939,0.168972287933129,0.261740193272328,0.263422290600396,0.264306555542497,0.291079842753096,0.305257018806181,0.318099787750262,0.410345599325953,0.451406104780982,0.500555539551447,0.641061362988395,0.649833427796859,0.635369293307611,..,..,..
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.954653350538357,1.05079937990628,1.16399618599242,1.18318505455246,1.53822412419104,1.38599019176138,1.32029992782337,1.35419288706053,1.41136808062276,1.43489204081458,1.3947039862762,1.44136806513614,1.55679483481509,1.60599020206395,1.65525844284193,1.61688985063236,1.64763318924042,1.85889978850977,1.83535936722543,1.76067779450536,1.66517530273163,1.68266074321907,1.66878006206111,1.61440217270054,1.63095106225335,..,..,..
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.410408539330019,0.35890992358148,0.311456361188873,0.392468000726139,0.332757415694029,0.455196818336242,0.522835332711047,0.49001002590576,0.435158322375098,0.384467080930684,0.406991230847387,0.453421366194386,0.419561907548877,0.308844016085428,0.425832957452764,0.426769671072735,0.374162962677749,0.355057997926327,0.347554665389543,0.283812054814804,0.341512031739498,0.3469514763384,0.434007997627109,0.486455714550535,0.490206046242236,..,..,..
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,3.67274250559284,3.61009827586207,3.54634387096774,3.63794045834226,3.77307699154428,4.13540069991251,4.47763430348811,4.39009310496267,4.36957930411207,4.59366081081081,4.83647567567568,5.17674684684685,5.04078260869565,5.08608442143179,5.09167905405405,5.37154328223625,5.09467724491646,4.77885555413565,4.56613105086015,4.62762981641453,4.21645564043887,4.12395313661313,3.97380490559031,..,..,..
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.1509899612373,2.78612061515897,2.91559858732067,2.72184885588331,2.97196860814417,2.35734784834426,2.46295269086468,2.23802542640569,2.21429973001864,2.28007442661587,2.33916137912332,2.27529177470571,2.32578977104471,2.26642157745499,2.21934888981845,2.30465977677034,2.42622102430076,2.37044505920944,2.69178569224406,2.64140845309341,3.38612744264541,3.16944466192752,3.17660834784583,3.0493621413006,3.04521062360798,..,..,..
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.445663037189,33.8994032063034,37.7262890532298,..,..,..
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.70656288562432,5.98891498080137,6.47191200698468,6.65545690936561,6.74166238606635,6.293262441196,6.79724829778927,6.5753126150145,7.04987432651336,6.88614329679823,7.34732626160041,7.12945676374232,7.18787040695377,7.79857039764967,7.25843964331311,7.30075764505312,7.44968049055532,7.70485338136639,7.93029439801472,7.38692403804473,6.92790356343255,6.60156823000707,6.09625641594908,5.1996632561002,5.26035204098901,..,..,..
Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,13.3903071995556,12.8396500241291,12.167517049017,11.9906932656729,12.1546745248124,12.3652913574177,11.9039601537656,10.8884710604773,12.0768890449527,12.109787253202,11.7437028999749,11.9736890276023,11.451844499726,11.7624500353337,11.9258292756892,11.9725152221204,11.2337728269439,10.3083217859627,10.6525786177933,10.1854822482433,9.61198587926592,9.384891602576,9.16597837581982,..,..,..
